Sound ID,Sound Rank,Loudness,Sharpness,Roughness,Prominence Ratio,Loudness [sones],Sharpness [acum],Roughness [asper],Prominence Ratio [PR],Q1,Q2,Q3,Q4,Loudness Norm,Sharpness Norm,Roughness Norm,Prom Ratio Norm,Q1 Norm,Q2 Norm,Q3 Norm,Q4 Norm,Q1 Ave,Q2 Ave,Q3 Ave,Q4 Ave,Q1 Norm Ave,Q2 Norm Ave,Q3 Norm Ave,Q4 Norm Ave
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6,2.2,5.7,9,1.325882815,0.996782483,-1.157890746,1.376014555,0.785614957,-0.928250882,0.759711499,-1.097603461,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.2,4.5,3.5,34,1.325882815,0.996782483,-1.157890746,1.376014555,0.336647871,0.311676041,-0.563549425,-0.202490754,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.8,3.8,4,50,1.325882815,0.996782483,-1.157890746,1.376014555,-0.44904453,-0.065693023,-0.262808306,0.370381379,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6.1,2,6.1,20,1.325882815,0.996782483,-1.157890746,1.376014555,0.841735843,-1.036070614,1.000304395,-0.70375387,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6.6,1.7,6.2,4,1.325882815,0.996782483,-1.157890746,1.376014555,1.122340272,-1.197800213,1.060452619,-1.276626003,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.8,3.4,4.8,40,1.325882815,0.996782483,-1.157890746,1.376014555,0.112164328,-0.281332488,0.218377485,0.012336296,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.7,3.1,5.2,37,1.325882815,0.996782483,-1.157890746,1.376014555,0.056043442,-0.443062086,0.45897038,-0.095077229,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.1,2.9,5.2,8,1.325882815,0.996782483,-1.157890746,1.376014555,0.280526985,-0.550881819,0.45897038,-1.133407969,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,1.4,6.7,1.6,89,1.325882815,0.996782483,-1.157890746,1.376014555,-1.795945788,1.497693097,-1.706365678,1.766757203,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,1.1,6.9,1.1,100,1.325882815,0.996782483,-1.157890746,1.376014555,-1.964308446,1.60551283,-2.007106797,2.160606794,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.1,4.6,4.6,68,1.325882815,0.996782483,-1.157890746,1.376014555,-0.280681873,0.365585907,0.098081037,1.014862529,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6,1.9,6,19,1.325882815,0.996782483,-1.157890746,1.376014555,0.785614957,-1.089980481,0.940156171,-0.739558378,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,1.3,5.8,1.6,75,1.325882815,0.996782483,-1.157890746,1.376014555,-1.852066674,1.012504302,-1.706365678,1.265494087,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.9,3.9,3.1,30,1.325882815,0.996782483,-1.157890746,1.376014555,-0.392923644,-0.011783156,-0.80414232,-0.345708787,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5,2.9,5,6,1.325882815,0.996782483,-1.157890746,1.376014555,0.224406099,-0.550881819,0.338673933,-1.205016986,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.2,2.6,5.7,29,1.325882815,0.996782483,-1.157890746,1.376014555,0.336647871,-0.712611417,0.759711499,-0.381513295,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.1,6.1,3,30,1.325882815,0.996782483,-1.157890746,1.376014555,0.280526985,1.1742339,-0.864290544,-0.345708787,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.1,3,4,10,1.325882815,0.996782483,-1.157890746,1.376014555,0.280526985,-0.496971952,-0.262808306,-1.061798953,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3,6,3,60,1.325882815,0.996782483,-1.157890746,1.376014555,-0.898011616,1.120324034,-0.864290544,0.728426462,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,2,6.2,2,81,1.325882815,0.996782483,-1.157890746,1.376014555,-1.459220474,1.228143766,-1.465772782,1.480321137,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.1,2,5,30,1.325882815,0.996782483,-1.157890746,1.376014555,0.280526985,-1.036070614,0.338673933,-0.345708787,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3,5,3,50,1.325882815,0.996782483,-1.157890746,1.376014555,-0.898011616,0.581225372,-0.864290544,0.370381379,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6.1,6.8,5.7,81,1.325882815,0.996782483,-1.157890746,1.376014555,0.841735843,1.551602964,0.759711499,1.480321137,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4,3.4,3.8,40,1.325882815,0.996782483,-1.157890746,1.376014555,-0.336802758,-0.281332488,-0.383104753,0.012336296,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,7,1.8,6.5,5,1.325882815,0.996782483,-1.157890746,1.376014555,1.346823815,-1.143890347,1.24089729,-1.240821494,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.5,3.1,3,42,1.325882815,0.996782483,-1.157890746,1.376014555,-0.056198329,-0.443062086,-0.864290544,0.083945313,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6.1,,5.9,18,1.325882815,0.996782483,-1.157890746,1.376014555,0.841735843,-2.114267939,0.880007947,-0.775362886,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.4,5.6,5.7,8,1.325882815,0.996782483,-1.157890746,1.376014555,0.448889642,0.904684569,0.759711499,-1.133407969,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,2.8,5.5,3.8,59,1.325882815,0.996782483,-1.157890746,1.376014555,-1.010253388,0.850774703,-0.383104753,0.692621954,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6.4,1.6,6.5,15,1.325882815,0.996782483,-1.157890746,1.376014555,1.0100985,-1.251710079,1.24089729,-0.882776411,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,,7,1.7,94,1.325882815,0.996782483,-1.157890746,1.376014555,-2.581638189,1.659422696,-1.646217454,1.945779745,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.1,4.1,4.4,50,1.325882815,0.996782483,-1.157890746,1.376014555,-0.280681873,0.096036576,-0.02221541,0.370381379,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.5,4.5,2.6,82,1.325882815,0.996782483,-1.157890746,1.376014555,-0.617407187,0.311676041,-1.104883439,1.516125645,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4,3.8,4.3,40,1.325882815,0.996782483,-1.157890746,1.376014555,-0.336802758,-0.065693023,-0.082363634,0.012336296,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.4,3.7,4.1,49,1.325882815,0.996782483,-1.157890746,1.376014555,-0.112319215,-0.119602889,-0.202660082,0.334576871,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,1.6,6.4,3,29,1.325882815,0.996782483,-1.157890746,1.376014555,-1.683704017,1.335963499,-0.864290544,-0.381513295,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5,3,5,29,1.325882815,0.996782483,-1.157890746,1.376014555,0.224406099,-0.496971952,0.338673933,-0.381513295,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5,,6.1,,1.325882815,0.996782483,-1.157890746,1.376014555,0.224406099,-2.114267939,1.000304395,-1.419844036,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,2.5,3.7,3.5,64,1.325882815,0.996782483,-1.157890746,1.376014555,-1.178616045,-0.119602889,-0.563549425,0.871644495,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.4,2.8,3.6,48,1.325882815,0.996782483,-1.157890746,1.376014555,-0.673528073,-0.604791685,-0.503401201,0.298772363,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,2.5,5.6,4,40,1.325882815,0.996782483,-1.157890746,1.376014555,-1.178616045,0.904684569,-0.262808306,0.012336296,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.4,3.2,5.7,45,1.325882815,0.996782483,-1.157890746,1.376014555,0.448889642,-0.38915222,0.759711499,0.191358838,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.3,3,5.1,30,1.325882815,0.996782483,-1.157890746,1.376014555,0.392768757,-0.496971952,0.398822156,-0.345708787,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.8,4.4,4.9,73,1.325882815,0.996782483,-1.157890746,1.376014555,-0.44904453,0.257766175,0.278525709,1.19388507,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.5,3.5,3.5,55,1.325882815,0.996782483,-1.157890746,1.376014555,-0.056198329,-0.227422621,-0.563549425,0.549403921,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.5,4.1,4.2,9,1.325882815,0.996782483,-1.157890746,1.376014555,-0.056198329,0.096036576,-0.142511858,-1.097603461,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4,6.7,,69,1.325882815,0.996782483,-1.157890746,1.376014555,-0.336802758,1.497693097,-2.668737259,1.050667037,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.1,5.1,5.1,49,1.325882815,0.996782483,-1.157890746,1.376014555,-0.280681873,0.635135238,0.398822156,0.334576871,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6,3.1,5.2,15,1.325882815,0.996782483,-1.157890746,1.376014555,0.785614957,-0.443062086,0.45897038,-0.882776411,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6,2,6,30,1.325882815,0.996782483,-1.157890746,1.376014555,0.785614957,-1.036070614,0.940156171,-0.345708787,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.6,4.2,4.4,56,1.325882815,0.996782483,-1.157890746,1.376014555,-0.561286301,0.149946442,-0.02221541,0.585208429,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3,6,3,60,1.325882815,0.996782483,-1.157890746,1.376014555,-0.898011616,1.120324034,-0.864290544,0.728426462,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4,4,4.3,52,1.325882815,0.996782483,-1.157890746,1.376014555,-0.336802758,0.04212671,-0.082363634,0.441990396,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.7,3.8,4.4,22,1.325882815,0.996782483,-1.157890746,1.376014555,0.6172523,-0.065693023,-0.02221541,-0.632144853,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5,4.1,5,68,1.325882815,0.996782483,-1.157890746,1.376014555,0.224406099,0.096036576,0.338673933,1.014862529,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.9,2.5,3.9,38,1.325882815,0.996782483,-1.157890746,1.376014555,0.168285214,-0.766521283,-0.32295653,-0.05927272,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.1,6.3,3.2,28,1.325882815,0.996782483,-1.157890746,1.376014555,-0.84189073,1.282053633,-0.743994096,-0.417317803,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6.6,2.5,3.5,3,1.325882815,0.996782483,-1.157890746,1.376014555,1.122340272,-0.766521283,-0.563549425,-1.312430511,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,7,,7,,1.325882815,0.996782483,-1.157890746,1.376014555,1.346823815,-2.114267939,1.541638409,-1.419844036,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6.1,3.6,4.5,30,1.325882815,0.996782483,-1.157890746,1.376014555,0.841735843,-0.173512755,0.037932813,-0.345708787,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.1,5.3,3.5,57,1.325882815,0.996782483,-1.157890746,1.376014555,-0.84189073,0.74295497,-0.563549425,0.621012937,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,1.4,6.7,,94,1.325882815,0.996782483,-1.157890746,1.376014555,-1.795945788,1.497693097,-2.668737259,1.945779745,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.3,2.8,4.6,29,1.325882815,0.996782483,-1.157890746,1.376014555,0.392768757,-0.604791685,0.098081037,-0.381513295,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.3,3.4,3.9,61,1.325882815,0.996782483,-1.157890746,1.376014555,-0.168440101,-0.281332488,-0.32295653,0.764230971,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.1,4.6,5.1,46,1.325882815,0.996782483,-1.157890746,1.376014555,-0.280681873,0.365585907,0.398822156,0.227163346,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,7,6,6,19,1.325882815,0.996782483,-1.157890746,1.376014555,1.346823815,1.120324034,0.940156171,-0.739558378,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3,5,3,40,1.325882815,0.996782483,-1.157890746,1.376014555,-0.898011616,0.581225372,-0.864290544,0.012336296,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,7,1.3,6.8,6,1.325882815,0.996782483,-1.157890746,1.376014555,1.346823815,-1.413439678,1.421341961,-1.205016986,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,2.1,5.4,4.1,49,1.325882815,0.996782483,-1.157890746,1.376014555,-1.403099588,0.796864837,-0.202660082,0.334576871,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.2,1,3.9,15,1.325882815,0.996782483,-1.157890746,1.376014555,0.336647871,-1.575169277,-0.32295653,-0.882776411,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.3,4.2,3.8,34,1.325882815,0.996782483,-1.157890746,1.376014555,-0.729648959,0.149946442,-0.383104753,-0.202490754,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.6,3.3,3.4,31,1.325882815,0.996782483,-1.157890746,1.376014555,-0.561286301,-0.335242354,-0.623697649,-0.309904278,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.7,5,4.2,49,1.325882815,0.996782483,-1.157890746,1.376014555,-0.505165416,0.581225372,-0.142511858,0.334576871,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,6.9,1,5.3,3,1.325882815,0.996782483,-1.157890746,1.376014555,1.290702929,-1.575169277,0.519118604,-1.312430511,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.7,3.9,3.9,50,1.325882815,0.996782483,-1.157890746,1.376014555,-0.505165416,-0.011783156,-0.32295653,0.370381379,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,2.7,5.4,2.6,70,1.325882815,0.996782483,-1.157890746,1.376014555,-1.066374273,0.796864837,-1.104883439,1.086471545,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.5,5,3.8,16,1.325882815,0.996782483,-1.157890746,1.376014555,-0.617407187,0.581225372,-0.383104753,-0.846971903,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,2,5.5,2.3,77,1.325882815,0.996782483,-1.157890746,1.376014555,-1.459220474,0.850774703,-1.285328111,1.337103103,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.7,4.5,4,67,1.325882815,0.996782483,-1.157890746,1.376014555,-0.505165416,0.311676041,-0.262808306,0.97905802,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,5.9,2.9,4.8,26,1.325882815,0.996782483,-1.157890746,1.376014555,0.729494071,-0.550881819,0.218377485,-0.48892682,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,4.9,3.6,5.4,,1.325882815,0.996782483,-1.157890746,1.376014555,0.168285214,-0.173512755,0.579266828,-1.419844036,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
K,8.K,1,1,-1,1,31.94,1.54,0.09,8.89,3.5,3.5,3.5,70,1.325882815,0.996782483,-1.157890746,1.376014555,-0.617407187,-0.227422621,-0.563549425,1.086471545,4.273571429,4.208759124,4.225362319,43.68888889,-0.217051854,0.074776347,-0.198847871,0.067303781
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,2,6,2,75,1.254009509,-0.838563042,-1.157890746,1.391073538,-1.459220474,1.120324034,-1.465772782,1.265494087,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,1.1,6.8,1.2,95,1.254009509,-0.838563042,-1.157890746,1.391073538,-1.964308446,1.551602964,-1.946958573,1.981584253,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,6.4,2.5,3.5,30,1.254009509,-0.838563042,-1.157890746,1.391073538,1.0100985,-0.766521283,-0.563549425,-0.345708787,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,6.1,1.5,5.6,5,1.254009509,-0.838563042,-1.157890746,1.391073538,0.841735843,-1.305619946,0.699563276,-1.240821494,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,6,6,2.5,60,1.254009509,-0.838563042,-1.157890746,1.391073538,0.785614957,1.120324034,-1.165031663,0.728426462,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,3,4,2,70,1.254009509,-0.838563042,-1.157890746,1.391073538,-0.898011616,0.04212671,-1.465772782,1.086471545,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,4.7,4,5.5,10,1.254009509,-0.838563042,-1.157890746,1.391073538,0.056043442,0.04212671,0.639415052,-1.061798953,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,4.2,4,4,51,1.254009509,-0.838563042,-1.157890746,1.391073538,-0.224560987,0.04212671,-0.262808306,0.406185888,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,4.5,4,4,40,1.254009509,-0.838563042,-1.157890746,1.391073538,-0.056198329,0.04212671,-0.262808306,0.012336296,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,5,5,4,60,1.254009509,-0.838563042,-1.157890746,1.391073538,0.224406099,0.581225372,-0.262808306,0.728426462,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,5,2.4,4,50,1.254009509,-0.838563042,-1.157890746,1.391073538,0.224406099,-0.82043115,-0.262808306,0.370381379,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,7,,7,,1.254009509,-0.838563042,-1.157890746,1.391073538,1.346823815,-2.114267939,1.541638409,-1.419844036,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
M,7.M,1,-1,-1,1,31.69,1.25,0.09,8.93,3,5,2.9,71,1.254009509,-0.838563042,-1.157890746,1.391073538,-0.898011616,0.581225372,-0.924438768,1.122276054,4.291366906,4.211029412,4.130656934,44.27067669,-0.190487592,0.09103066,-0.237460126,0.085991285
