Sound ID,Sound Rank,Loudness,Sharpness,Roughness,Prominence Ratio,Loudness [sones],Sharpness [acum],Roughness [asper],Prominence Ratio [PR],Q1,Q2,Q3,Q4,Loudness Norm,Sharpness Norm,Roughness Norm,Prom Ratio Norm,Q1 Norm,Q2 Norm,Q3 Norm,Q4 Norm
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4,4,5.3,54,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.336802758,0.04212671,0.519118604,0.513599412
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.4,4.8,4.4,50,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.673528073,0.473405639,-0.02221541,0.370381379
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.5,1,4.5,2,-0.979812846,-0.775275265,-1.336027783,1.251777947,1.066219386,-1.575169277,0.037932813,-1.348235019
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2,6.3,1.5,91,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.459220474,1.282053633,-1.766513902,1.83836622
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.7,4,3.4,68,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.066374273,0.04212671,-0.623697649,1.014862529
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5.5,3.1,4,50,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.505010528,-0.443062086,-0.262808306,0.370381379
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.5,5.9,5.5,77,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.617407187,1.066414168,0.639415052,1.337103103
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.8,3.2,5.2,26,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.44904453,-0.38915222,0.45897038,-0.48892682
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6,5.2,3.6,32,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.785614957,0.689045104,-0.503401201,-0.27409977
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.6,5.6,3.1,49,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.122495159,0.904684569,-0.80414232,0.334576871
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.5,4,3.3,61,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.178616045,0.04212671,-0.683845873,0.764230971
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4.9,3.3,4.4,34,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.168285214,-0.335242354,-0.02221541,-0.202490754
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,,,,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,-2.114267939,-2.668737259,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3,6,3,60,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.898011616,1.120324034,-0.864290544,0.728426462
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,,,,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,-2.114267939,-2.668737259,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.4,5.1,3.5,46,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.673528073,0.635135238,-0.563549425,0.227163346
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.5,1.7,6.2,9,-0.979812846,-0.775275265,-1.336027783,1.251777947,1.066219386,-1.197800213,1.060452619,-1.097603461
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.4,5.1,2.9,55,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.234736931,0.635135238,-0.924438768,0.549403921
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.3,6.7,2.1,20,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.852066674,1.497693097,-1.405624559,-0.70375387
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.3,3.2,5.8,7,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.953977614,-0.38915222,0.819859723,-1.169212478
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,,,,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,-2.114267939,-2.668737259,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,,,,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,-2.114267939,-2.668737259,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4,4,4.4,29,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.336802758,0.04212671,-0.02221541,-0.381513295
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.8,5.3,4.2,24,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.44904453,0.74295497,-0.142511858,-0.560535837
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,6.5,,36,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,1.389873365,-2.668737259,-0.130881737
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.1,5.1,4.1,40,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.841735843,0.635135238,-0.202660082,0.012336296
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.7,6.5,2.3,70,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.066374273,1.389873365,-1.285328111,1.086471545
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3,5,4.8,32,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.898011616,0.581225372,0.218377485,-0.27409977
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3,4.8,4.1,53,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.898011616,0.473405639,-0.202660082,0.477794904
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.5,2,4.5,30,-0.979812846,-0.775275265,-1.336027783,1.251777947,1.066219386,-1.036070614,0.037932813,-0.345708787
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2,3.4,2.3,57,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.459220474,-0.281332488,-1.285328111,0.621012937
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2,6.7,1.6,77,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.459220474,1.497693097,-1.706365678,1.337103103
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.4,6.5,1.3,100,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.795945788,1.389873365,-1.886810349,2.160606794
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.9,6,2.3,76,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.51534136,1.120324034,-1.285328111,1.301298595
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4.1,3.5,5.5,18,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.280681873,-0.227422621,0.639415052,-0.775362886
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5.7,1.2,6.3,6,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.6172523,-1.467349544,1.120600842,-1.205016986
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.1,5.5,3.7,55,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.84189073,0.850774703,-0.443252977,0.549403921
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4,4.1,4,9,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.336802758,0.096036576,-0.262808306,-1.097603461
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4.1,4.1,4,49,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.280681873,0.096036576,-0.262808306,0.334576871
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1,7,1,96,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.020429332,1.659422696,-2.067255021,2.017388761
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.4,4,4.1,51,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.673528073,0.04212671,-0.202660082,0.406185888
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.1,2,6.1,20,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.841735843,-1.036070614,1.000304395,-0.70375387
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.6,6.2,1.6,83,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.683704017,1.228143766,-1.706365678,1.551930153
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.4,6.1,1.8,59,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.795945788,1.1742339,-1.58606923,0.692621954
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5,3,3.7,2,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.224406099,-0.496971952,-0.443252977,-1.348235019
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,7,1.1,7,1,-0.979812846,-0.775275265,-1.336027783,1.251777947,1.346823815,-1.52125941,1.541638409,-1.384039528
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5.1,7,2.9,37,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.280526985,1.659422696,-0.924438768,-0.095077229
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4.1,4.4,4.1,34,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.280681873,0.257766175,-0.202660082,-0.202490754
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.2,6.4,1.3,93,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.90818756,1.335963499,-1.886810349,1.909975236
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5,7,6,11,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.224406099,1.659422696,0.940156171,-1.025994445
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6,2,6.2,10,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.785614957,-1.036070614,1.060452619,-1.061798953
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.3,5.1,3.4,49,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.729648959,0.635135238,-0.623697649,0.334576871
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,7,,,,-0.979812846,-0.775275265,-1.336027783,1.251777947,1.346823815,-2.114267939,-2.668737259,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.3,5.8,2.4,59,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.852066674,1.012504302,-1.225179887,0.692621954
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5.8,2,5.8,12,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.673373186,-1.036070614,0.819859723,-0.990189936
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.5,3.5,3.1,48,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.617407187,-0.227422621,-0.80414232,0.298772363
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,,,100,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,-2.114267939,-2.668737259,2.160606794
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.4,3.6,3.6,34,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.673528073,-0.173512755,-0.503401201,-0.202490754
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.9,6.8,1.9,85,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.51534136,1.551602964,-1.525921006,1.62353917
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.5,4.3,3.3,35,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.617407187,0.203856308,-0.683845873,-0.166686245
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2,5.1,2.3,70,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.459220474,0.635135238,-1.285328111,1.086471545
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3,2.9,3.1,80,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.898011616,-0.550881819,-0.80414232,1.444516628
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4,2.8,4.4,48,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.336802758,-0.604791685,-0.02221541,0.298772363
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.2,4.8,2.8,66,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.346978702,0.473405639,-0.984586992,0.943253512
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4,5.1,3,61,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.336802758,0.635135238,-0.864290544,0.764230971
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1,7,2.1,61,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.020429332,1.659422696,-1.405624559,0.764230971
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1,7,1,85,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.020429332,1.659422696,-2.067255021,1.62353917
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,7,,7,,-0.979812846,-0.775275265,-1.336027783,1.251777947,1.346823815,-2.114267939,1.541638409,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.1,2,5,30,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.841735843,-1.036070614,0.338673933,-0.345708787
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4,4,4,40,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.336802758,0.04212671,-0.262808306,0.012336296
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2,6,3,60,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.459220474,1.120324034,-0.864290544,0.728426462
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,,,,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,-2.114267939,-2.668737259,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2,6.1,2.1,82,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.459220474,1.1742339,-1.405624559,1.516125645
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.2,6.5,1.5,91,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.346978702,1.389873365,-1.766513902,1.83836622
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.4,3.9,4.2,67,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.673528073,-0.011783156,-0.142511858,0.97905802
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.5,7,1.5,90,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.739824903,1.659422696,-1.766513902,1.802561711
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.6,1.6,7,,-0.979812846,-0.775275265,-1.336027783,1.251777947,1.122340272,-1.251710079,1.541638409,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.2,6.4,2.4,64,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.785769845,1.335963499,-1.225179887,0.871644495
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.9,6,1.8,53,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.51534136,1.120324034,-1.58606923,0.477794904
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.3,3.2,5.2,19,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.953977614,-0.38915222,0.45897038,-0.739558378
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3,4,4,70,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.898011616,0.04212671,-0.262808306,1.086471545
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.1,5.2,2.8,67,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.84189073,0.689045104,-0.984586992,0.97905802
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.5,2,2,55,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.178616045,-1.036070614,-1.465772782,0.549403921
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.6,2.7,3.7,54,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.122495159,-0.658701551,-0.443252977,0.513599412
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,6.1,1.9,6.1,7,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.841735843,-1.089980481,1.000304395,-1.169212478
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.2,4,3.7,44,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.785769845,0.04212671,-0.443252977,0.155554329
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3,5,3.3,72,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.898011616,0.581225372,-0.683845873,1.158080562
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5.1,3,5,19,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.280526985,-0.496971952,0.338673933,-0.739558378
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.2,6.1,2.3,49,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.346978702,1.1742339,-1.285328111,0.334576871
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.4,5.7,3.6,3,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.234736931,0.958594435,-0.503401201,-1.312430511
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5.5,,6,18,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.505010528,-2.114267939,0.940156171,-0.775362886
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5,4.4,4,37,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.224406099,0.257766175,-0.262808306,-0.095077229
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.2,6,2,79,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.346978702,1.120324034,-1.465772782,1.40871212
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1,6,2,83,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.020429332,1.120324034,-1.465772782,1.551930153
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.7,5.8,1.8,66,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.627583131,1.012504302,-1.58606923,0.943253512
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.6,4.5,4.5,45,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.561286301,0.311676041,0.037932813,0.191358838
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4,3,4,26,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.336802758,-0.496971952,-0.262808306,-0.48892682
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5.9,4.4,3.6,16,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.729494071,0.257766175,-0.503401201,-0.846971903
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2,7,1.5,85,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.459220474,1.659422696,-1.766513902,1.62353917
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5.8,2.4,4.4,29,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.673373186,-0.82043115,-0.02221541,-0.381513295
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,,,,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,-2.114267939,-2.668737259,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,7,,94,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,1.659422696,-2.668737259,1.945779745
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,5,4.6,4.5,10,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.224406099,0.365585907,0.037932813,-1.061798953
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,,,,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,-2.114267939,-2.668737259,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4.1,5,5.9,85,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.280681873,0.581225372,0.880007947,1.62353917
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.3,4.4,3.5,42,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.729648959,0.257766175,-0.563549425,0.083945313
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.9,4.8,3.4,31,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.954132502,0.473405639,-0.623697649,-0.309904278
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.1,6.2,4.2,71,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.84189073,1.228143766,-0.142511858,1.122276054
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4.1,4.3,4.4,57,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.280681873,0.203856308,-0.02221541,0.621012937
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,2.4,6,4.7,70,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.234736931,1.120324034,0.158229261,1.086471545
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.5,4.5,3,13,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.617407187,0.311676041,-0.864290544,-0.954385428
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,1.2,6.4,1.2,91,-0.979812846,-0.775275265,-1.336027783,1.251777947,-1.90818756,1.335963499,-1.946958573,1.83836622
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,3.8,4.2,4.1,53,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.44904453,0.149946442,-0.202660082,0.477794904
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,,,,,-0.979812846,-0.775275265,-1.336027783,1.251777947,-2.581638189,-2.114267939,-2.668737259,-1.419844036
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4.7,3.8,4.5,29,-0.979812846,-0.775275265,-1.336027783,1.251777947,0.056043442,-0.065693023,0.037932813,-0.381513295
Q,3.Q,-1,-1,-1,1,23.92,1.26,0.08,8.56,4,4,4,70,-0.979812846,-0.775275265,-1.336027783,1.251777947,-0.336802758,0.04212671,-0.262808306,1.086471545
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,1.5,6.5,1.5,90,-0.90793954,1.503084697,-1.336027783,-1.059775916,-1.739824903,1.389873365,-1.766513902,1.802561711
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,1.3,6.4,1.7,89,-0.90793954,1.503084697,-1.336027783,-1.059775916,-1.852066674,1.335963499,-1.646217454,1.766757203
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,3,5.7,2.3,76,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.898011616,0.958594435,-1.285328111,1.301298595
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,4,7,3,38,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.336802758,1.659422696,-0.864290544,-0.05927272
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,2,7,2,65,-0.90793954,1.503084697,-1.336027783,-1.059775916,-1.459220474,1.659422696,-1.465772782,0.907449004
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,3,3,3,70,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.898011616,-0.496971952,-0.864290544,1.086471545
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,2.2,7,2.3,57,-0.90793954,1.503084697,-1.336027783,-1.059775916,-1.346978702,1.659422696,-1.285328111,0.621012937
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,7,1,7,0,-0.90793954,1.503084697,-1.336027783,-1.059775916,1.346823815,-1.575169277,1.541638409,-1.419844036
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,,,,,-0.90793954,1.503084697,-1.336027783,-1.059775916,-2.581638189,-2.114267939,-2.668737259,-1.419844036
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,4,6,3,50,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.336802758,1.120324034,-0.864290544,0.370381379
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,,6,,72,-0.90793954,1.503084697,-1.336027783,-1.059775916,-2.581638189,1.120324034,-2.668737259,1.158080562
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,4,4,4,50,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.336802758,0.04212671,-0.262808306,0.370381379
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,2,7,2,92,-0.90793954,1.503084697,-1.336027783,-1.059775916,-1.459220474,1.659422696,-1.465772782,1.874170728
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,,6.5,,93,-0.90793954,1.503084697,-1.336027783,-1.059775916,-2.581638189,1.389873365,-2.668737259,1.909975236
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,4.2,4,4.1,30,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.224560987,0.04212671,-0.202660082,-0.345708787
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,3.2,4.2,4.4,42,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.785769845,0.149946442,-0.02221541,0.083945313
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,2,5.9,2,88,-0.90793954,1.503084697,-1.336027783,-1.059775916,-1.459220474,1.066414168,-1.465772782,1.730952695
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,2.4,6.5,1.9,82,-0.90793954,1.503084697,-1.336027783,-1.059775916,-1.234736931,1.389873365,-1.525921006,1.516125645
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,3.9,2.3,3.6,56,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.392923644,-0.874341016,-0.503401201,0.585208429
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,4,4,5,54,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.336802758,0.04212671,0.338673933,0.513599412
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,3,7,1.5,75,-0.90793954,1.503084697,-1.336027783,-1.059775916,-0.898011616,1.659422696,-1.766513902,1.265494087
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,6,6.5,6,80,-0.90793954,1.503084697,-1.336027783,-1.059775916,0.785614957,1.389873365,0.940156171,1.444516628
H,2.H,-1,1,-1,-1,24.17,1.62,0.08,2.42,,7,1.4,88,-0.90793954,1.503084697,-1.336027783,-1.059775916,-2.581638189,1.659422696,-1.826662125,1.730952695
